id,audit_request_id,candidate_index,setup_family,setup_taxonomy_enum,entry_branch,decision_state,analyst_decision_state,python_final_allow,final_resolver_reason,rejection_codes,historical_evidence_state,repeatability_status,repeatability_required_live,missing_required_evidence,missing_confirmations,reasons,summary,llm_quality_score
591813800_1788837043_120154281_1788838861_#Germany40_23286,,,micro_breaker_retest,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Clearer higher-timeframe directional alignment""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Abstain: the virgin FVG edge and displacement sequence are valid, but HTF alignment is mixed and the nearby opposing imbalance makes follow-through and target survival uncertain.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f17...",,5.9
591813800_1788837043_120154281_1788838861_EURJPY_19753,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner retest"", ""Stronger continuation confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The required micro sequence is supplied, but weak retest quality, low sequence quality, non-killzone timing, and insufficient applicable history leave follow-through uncertain.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768...",,5.4
591813800_1788837043_120154281_1788838861_USDJPY_21716,,,micro_continuation_fvg,,continuation_reentry,REJECT,,False,analyst_reject,"[""missing_trend_context"", ""adverse_history"", ""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero"", ""ai_veto"", ""ai_veto_missing_mandatory_evidence""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Trend context""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Reject because the required trend context is not established and the available close analogues are adverse. The FVG is fresh, but displacement alone does not validate continuation.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f...",,5.8
591813800_1788837043_120154281_1788839465_EURGBP_13035,,,micro_continuation_fvg,,fvg_mid,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Clearer continuation confirmation.""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Evidence is mixed: the virgin FVG and displacement are valid, but sequence quality is low, HTF alignment is modest, the liquidity path is obstructed, and applicable history is insufficient.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93...",,5.1
591813800_1788837043_120154281_1788839465_EURJPY_27959,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Confirmed continuation structure""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Displacement and FVG validity are supportive, but trend context and structure confirmation remain unresolved; the continuation thesis is not sufficiently established for live capital.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44...",,5.2
591813800_1788837043_120154281_1788839465_USDJPY_7581,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner retest"", ""Structure continuation confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Required micro sequence is broadly observed, but the weak retest and unresolved structural confirmation leave follow-through uncertain. Asset-class history is insufficient; abstention is safer than assuming the analogue results transfer.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatabili...",,5.8
591813800_1788837043_120154281_1788840069_#Germany40_23188,,,micro_breaker_retest,,breaker_retest,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Required family context is present, but retest quality is weak and target selection is not sufficiently robust for approval.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c71e2aeba87e6dc9a8a085ffcb326fbcd9', 'artifa...",,5.2
591813800_1788837043_120154281_1788840069_EURJPY_17477,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner retest"", ""Structural continuation confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The continuation displacement and midpoint FVG entry are valid, but the weak retest, missing structure confirmation, and insufficient asset-class history make live follow-through uncertain.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93...",,4.9
591813800_1788837043_120154281_1788840069_GOLD_26497,,,micro_po3_reversal,,ote_inside_fvg,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Clear bullish reaction from the breaker""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Required breaker formation and clean retest are declared, but retest quality is only 1.0903, higher-timeframe context conflicts with the bullish thesis, and history is mixed; abstention is safer than approval.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'gr...",,5.9
591813800_1788837043_120154281_1788840069_USDJPY_23148,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner FVG retest"", ""Stronger session participation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The required displacement and continuation FVG are observed, but weak retest quality, absent killzone participation, and insufficient applicable history make follow-through uncertain.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44...",,5.0
591813800_1788837043_120154281_1788841277_#Germany40_5208,,,micro_breaker_retest,,breaker_retest,APPROVE,,True,adjudicator_resolved_qualitative_dispute,[],AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The required FVG edge sequence is supported: displacement/FVG is deterministic, the edge remains virgin and valid, and the feasible current target passes minimum RR.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c71...",,6.5
591813800_1788837043_120154281_1788841277_EURJPY_18692,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Clean structural confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Abstain: the midpoint setup is structurally valid and target-feasible, but continuation confirmation is unresolved, retest quality is weak, and the historical sample is not applicable to FX.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace9...",,5.5
591813800_1788837043_120154281_1788841277_GOLD_8337,,,micro_po3_reversal,,ote_inside_fvg,REJECT,,False,,"[""provider_transport_error"", ""degraded_ai_response_non_trading""]",INSUFFICIENT_SAMPLE,UNAVAILABLE,False,,"[""full_structured_ai_response""]",rule_notes=intraday_po3;po3_entry_waiting;trend_against_long;too_far_from_vwap;tp_model_unknown; error=PROVIDER_TRANSPORT_ERROR:remote_provider_models_failed:gpt-5.6-luna:PROVIDER_TRANSPORT_ERROR:PROVIDER_TRANSPORT_ERROR:Connection error.; rule_score=10.00; best_candidate_score=19.16,,0.0
591813800_1788837043_120154281_1788841277_USDJPY_19332,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner continuation confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Evidence supports displacement and a valid virgin FVG, but retest quality and historical outcomes do not justify capital deployment.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c71e2aeba87e6dc9a8a085ffcb326fbcd9',...",,5.2
591813800_1788837043_120154281_1788841885_EURNZD_26769,,,micro_continuation_fvg,,continuation_reentry,REJECT,,False,,"[""synthetic_fallback_crossed_obstacle_blocked""]",INSUFFICIENT_SAMPLE,UNAVAILABLE,False,,[],reject=synthetic_fallback_crossed_obstacle_blocked; source=hard_pre_gate,,0.0
591813800_1788837043_120154281_1788841885_GOLD_866,,,micro_po3_reversal,,ote_inside_fvg,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner reaction away from the opposing imbalance""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Sequence and OTE/FVG evidence support the reversal, but moderate HTF alignment, weak retest quality, adverse context, and a nearby opposing imbalance leave execution outcome unclear.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c...",,6.8
591813800_1788837043_120154281_1788841885_NZDJPY_23240,,,micro_continuation_fvg,,fvg_mid,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Abstain: clean virgin FVG is offset by adverse close analogues, weak feasible liquidity RR, and reliance on a synthetic 1.05 RR target.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c71e2aeba87e6dc9a8a085ffcb326fbcd...",,4.4
591813800_1788837043_120154281_1788842488_CHFJPY_9141,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Structure confirmation"", ""Clean retest""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; ABSTAIN: best deterministic RR among candidates, but weak retest quality, unresolved structure confirmation, and non-killzone timing leave continuation follow-through uncertain.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f176...",,4.8
591813800_1788837043_120154281_1788842488_GOLD_4943,,,micro_po3_reversal,,ote_inside_fvg,ABSTAIN,,False,qualitative_dispute_unresolved,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner retest response"", ""Stronger directional alignment""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Sequence and FVG validity support the reversal thesis, but target obstruction, weak alignment, and low retest quality leave execution outcome unclear; abstain rather than force approval.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34...",,6.2
591813800_1788837043_120154281_1788842488_NZDJPY_21597,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Clearer trend-context confirmation.""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The mandatory displacement and continuation FVG evidence is present, but context is only indirect and historical evidence is insufficient for this asset class; abstention is preferable to unsupported approval.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'gr...",,5.6
591813800_1788837043_120154281_1788842489_EURNZD_8586,,,micro_continuation_fvg,,continuation_reentry,REJECT,,False,,"[""synthetic_fallback_crossed_obstacle_blocked""]",INSUFFICIENT_SAMPLE,UNAVAILABLE,False,,[],reject=synthetic_fallback_crossed_obstacle_blocked; source=hard_pre_gate,,0.0
591813800_1788837043_120154281_1788843091_#Germany40_7893,,,micro_breaker_retest,,breaker_retest,APPROVE,,True,analyst_approve_critic_pass,[],AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The mandatory displacement/FVG and edge-entry sequence is supported, the FVG remains virgin and valid, and LTF confirmation is present. HTF BOS is optional for this family.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c...",,5.9
591813800_1788837043_120154281_1788843091_CHFJPY_15192,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner FVG retest"", ""Observable continuation confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Sequence requirements are technically satisfied, but low retest quality and missing structure confirmation make continuation reliability unclear; abstain rather than infer confirmation.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b...",,5.5
591813800_1788837043_120154281_1788843091_GOLD_7023,,,micro_po3_reversal,,ote_inside_fvg,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Sequence and FVG state support the OTE reversal thesis, but the nearby opposing obstruction, 0.0157R clearance, weak retest score, and mixed historical evidence make execution outcome unclear.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ac...",,6.2
591813800_1788837043_120154281_1788843091_USDJPY_22769,,,micro_continuation_fvg,,fvg_mid,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,UNAVAILABLE,False,,"[""Clean continuation confirmation"", ""Improved retest quality""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The required micro sequence is materially supported by trend/expansion context, strong displacement, and an unmitigated continuation FVG. However, low continuation and retest scores plus missing structure confirmation leave follow-through 4', 'repeatability_authority': {'status': 'UNAVAILABLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_un...",,4.8
591813800_1788837043_120154281_1788843695_#USNDAQ100_27953,,,micro_breaker_retest,,breaker_retest,REJECT,,False,,"[""synthetic_fallback_crossed_obstacle_blocked""]",INSUFFICIENT_SAMPLE,UNAVAILABLE,False,,[],reject=synthetic_fallback_crossed_obstacle_blocked; source=hard_pre_gate,,0.0
591813800_1788837043_120154281_1788843695_EURGBP_21646,,,micro_continuation_fvg,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The declared breaker-retest sequence, clean retest, virgin FVG, and valid stop support the thesis. Target arbitration favors the feasible current target over blocked or infeasible alternatives.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796a...",,6.8
591813800_1788837043_120154281_1788843695_USDCHF_20876,,,micro_continuation_fvg,,continuation_reentry,REJECT,,False,,"[""synthetic_fallback_crossed_obstacle_blocked""]",INSUFFICIENT_SAMPLE,UNAVAILABLE,False,,[],reject=synthetic_fallback_crossed_obstacle_blocked; source=hard_pre_gate,,0.0
